/* DATA DESCRIPTION:
Citation:	König-Langlo, Gert (2008): Meteorological observations during POLARSTERN cruise ARK-XXII/1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, doi:10.1594/PANGAEA.692883
Project(s):	Meteorological Long-Term Observations @ AWI (AWI_Meteo) (URI: http://www.awi.de/en/go/meteorological_observatories/)
Coverage:	WEST: 2.8000 * EAST: 20.2000 * SOUTH: 53.6000 * NORTH: 79.7000
	DATE/TIME START: 2007-05-29T12:00:00 * DATE/TIME END: 2007-07-24T18:00:00
	MINIMUM ALTITUDE: 25.0 m * MAXIMUM ALTITUDE: 25.0 m
Event(s):	PS70/1-track * LATITUDE: 53.6164 * LONGITUDE: 8.4852 * DATE/TIME: 2007-05-25T00:00:00 * LATITUDE 2: 69.6795 * LONGITUDE 2: 18.9966 * DATE/TIME 2: 2007-06-21T00:00:00 * LOCATION: Norwegian Sea * CAMPAIGN: ARK-XXII/1 (PS70 - sublegs a,b,c) * BASIS: Polarstern (URI: http://www.awi.de/en/infrastructure/ships/polarstern/) * DEVICE: Measurements along cruise track
Parameter(s):	DATE/TIME (Date/Time) * Geocode
	LATITUDE (Latitude) * Geocode
	LONGITUDE (Longitude) * Geocode
	ALTITUDE [m] (Altitude) * Geocode
	Cloud base height code [code] (h) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Ceilometer
	Horizontal view distance [code] (VV) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visibility sensor
	Wind direction [deg] (dd) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Anemometer
	Wind speed [m/s] (ff) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Anemometer
	Temperature, air [deg C] (TTT) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Thermometer
	Dew/frost point [deg C] (TdTdTd) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Hygrometer
	Pressure, atmospheric [hPa] (PPPP) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Barometer
	Characteristic of barometric tendency [code] (a) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Barometer
	Amount of barometric tendency [hPa] (ppp) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Barometer
	Present weather [code] (WW) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Past weather1 [code] (W1) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Past weather2 [code] (W2) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Low cloud [code] (CL) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Middle cloud [code] (CM) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	High cloud [code] (CH) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Total cloud amount [code] (N) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Low/middle cloud amount [code] (Nh) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Mean ship´s course [code] (Ds) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: calculated from GPS
	Mean ship´s speed [code] (Vs) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: calculated from GPS
	Temperature, water [deg C] (Temp) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: CTD, SEA-BIRD SBE 911plus (URI: http://www.seabird.com/products/spec_sheets/911data.htm)
	Wave period [s] (PwPw) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Height of waves [code] (HwHw) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Direction of first swell waves [code] (dw1dw1) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Height of first swell waves [code] (Hw1Hw1) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Periode of first swell waves [s] (Pw1Pw1) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Direction of second swell waves [code] (dw2dw2) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Height of second swell waves [code] (Hw2Hw2) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Periode of second swell waves [s] (Pw2Pw2) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Concentration or arrangement of sea ice [code] (ci) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Stage of development [code] (Si) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Ice of land origin [code] (bi) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Bearing of principal ice edge [code] (Di) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
	Ice situation and trend over preceding 3 hours [code] (zi) * PI: König-Langlo, Gert (URL: http://www.awi.de/People/show?gkoenig, eMail: gert.koenig-langlo@awi.de) * METHOD: Visual observation
Size:	7824 data points
*/
Date/Time	Latitude	Longitude	Altitude [m]	h [code]	VV [code]	dd [deg]	ff [m/s]	TTT [deg C]	TdTdTd [deg C]	PPPP [hPa]	a [code]	ppp [hPa]	WW [code]	W1 [code]	W2 [code]	CL [code]	CM [code]	CH [code]	N [code]	Nh [code]	Ds [code]	Vs [code]	Temp [deg C]	PwPw [s]	HwHw [code]	dw1dw1 [code]	Hw1Hw1 [code]	Pw1Pw1 [s]	dw2dw2 [code]	Hw2Hw2 [code]	Pw2Pw2 [s]	ci [code]	Si [code]	bi [code]	Di [code]	zi [code]
2007-05-29T12:00:00	53.6	8.4	25	4	96	300	12.0	11.4	11.4	1000.0			63	6	6	7			8	7			16.6													
2007-05-29T15:00:00	53.8	7.7	25	4	96	270	13.0	10.9	10.8	1001.3	2	1.3	63	6	2	7			8	7	7	2	13.4	5	4											
2007-05-29T18:00:00	54.3	7.3	25	3	97	260	11.0	11.0	10.9	1002.2	2	0.9	21	6	2	6			8	7	7	3	13.1	5	4											
2007-05-29T21:00:00	54.8	7.0	25	4	97	260	10.0	11.0	10.9	1002.2	5	0.0									8	3	12.4													
2007-05-30T00:00:00	55.3	6.7	25	2	97	250	11.0	10.5	10.5	1001.9	5	0.3									8	3	11.4													
2007-05-30T03:00:00	55.9	6.4	25	2	97	240	9.0	10.3	10.3	1001.8	5	0.1									8	3	11.4													
2007-05-30T06:00:00	56.4	6.1	25	4	97	230	12.0	9.7	9.7	1003.2	2	1.4	61	6	2	7			8	7	8	3	10.6	4	3	2	5	6								
2007-05-30T09:00:00	56.9	5.8	25	5	98	210	10.0	10.5	7.7	1005.0	2	1.8	21	6	2	8	3	0	6	1	8	3	10.5	4	3	2	4	6								
2007-05-30T12:00:00	57.4	5.4	25	5	97	180	7.0	11.0	7.6	1006.9	2	1.9	2	6	1	8	3	1	3	1	7	3	10.5	3	2	99	3	99								
2007-05-30T15:00:00	57.9	5.1	25	5	98	190	8.0	11.0	7.1	1009.2	2	2.3				8	0	1	2	1	8	3	10.9	4	3	21	4	7								
2007-05-30T18:00:00	58.5	4.8	25		97	170	8.0	12.8	7.2	1010.7	2	1.5									8	3	10.8													
2007-05-30T21:00:00	59.0	4.4	25	5	97	150	8.0	10.6	8.0	1012.2	2	1.5									7	3	10.4													
2007-05-31T00:00:00	59.6	4.2	25		97	150	6.0	10.5	8.2	1013.5	2	1.3									8	3	10.5													
2007-05-31T03:00:00	60.2	4.1	25		97	130	4.0	10.0	8.1	1013.8	2	0.3									8	3	10.3													
2007-05-31T06:00:00	60.7	4.0	25	9	97	120	2.0	10.0	7.7	1014.8	2	1.0				0	3	1	3	2	8	2	10.0	2	1	20	6	10								
2007-05-31T09:00:00	61.3	4.0	25	7	97	60	4.0	10.0	7.7	1015.7	2	0.9									8	3	10.4													
2007-05-31T12:00:00	61.8	4.0	25	9	98	350	3.0	9.9	8.2	1016.3	2	0.6				0	3	1	2	2	8	2	10.5	2	1	36	5	9								
2007-05-31T15:00:00	62.2	4.4	25	9	98	30	5.0	10.0	8.3	1017.8	2	1.5				0	3	1	1	1	1	2	10.3	2	1	36	6	9								
2007-05-31T18:00:00	62.5	5.0	25	8	98	50	4.0	9.6	8.6	1018.7	2	0.9				0	3	1	3	2	1	2	9.9	3	2	2	5	8								
2007-05-31T21:00:00	62.8	5.5	25	9	97	20	3.0	9.5	9.0	1020.1	2	1.4									1	2	9.7													
2007-06-01T00:00:00	63.1	6.1	25	8	97	50	1.0	10.8	9.5	1021.1	2	1.0									1	2	9.3													
2007-06-01T03:00:00	63.4	6.7	25	9	97	120	4.0	11.6	9.0	1022.2	2	1.1									1	2	9.2													
2007-06-01T06:00:00	63.7	7.3	25	9	98	100	10.0	12.0	3.7	1023.6	2	1.4				0	3	1	4	4	1	2	9.4	4	3	2	3	10								
2007-06-01T09:00:00	63.9	7.8	25	9	98	110	13.0	11.5	4.5	1025.0	2	1.4				0	3	2	5	2	1	2	9.0	5	3	3	4	10								
2007-06-01T12:00:00	64.1	8.1	25	9	98	90	9.0	12.7	4.6	1026.6	2	1.6				0	3	1	4	2	1	1	9.0	5	3	3	3	10								
2007-06-01T15:00:00	64.1	8.1	25	9	98	80	8.0	12.5	5.7	1027.2	2	0.6				0	3	1	2	2	0	0	9.1	4	2	3	3	10								
2007-06-01T18:00:00	64.4	8.3	25	9	98	100	9.0	13.4	6.1	1027.5	3	0.3				0	3	1	1	1	8	2	9.4	4	2	3	3	10								
2007-06-01T21:00:00	64.9	8.4	25		97	100	7.0	12.0	6.9	1028.8	2	1.3									8	2	8.7													
2007-06-02T00:00:00	65.4	8.6	25		97	130	9.0	12.1	6.5	1029.5	2	0.7									8	2	8.7													
2007-06-02T03:00:00	65.9	8.8	25		97	150	10.0	11.8	6.2	1030.2	2	0.7									8	2	8.7													
2007-06-02T06:00:00	66.4	9.0	25	9	98	170	9.0	11.7	5.6	1030.5	2	0.3				0	0	1	1	0	8	2	8.6	4	2	3	2	10								
2007-06-02T09:00:00	66.9	9.2	25	9	98	180	9.0	11.2	5.7	1031.0	2	0.5				0	0	1	1	0	8	2	8.5	3	2	2	2	10								
2007-06-02T12:00:00	67.4	9.4	25	9	98	200	8.0	10.0	7.5	1030.7	7	0.3				0	0	1	1	0	8	2	8.7	3	2											
2007-06-02T15:00:00	67.5	9.5	25	9	98	210	6.0	9.6	8.9	1030.7	4	0.0				0	3	1	3	2	8	1	8.8	3	2	20	2	6								
2007-06-02T18:00:00	67.5	9.4	25	9	98	220	5.0	9.6	9.0	1030.4	5	0.3				0	3	2	6	5	6	1	8.9	2	1	20	2	10								
2007-06-02T21:00:00	67.5	9.5	25	9	97	230	5.0	9.8	8.2	1030.2	8	0.2									2	1	8.7													
2007-06-03T00:00:00	67.5	9.3	25	9	97	230	5.0	9.4	8.9	1030.2	4	0.0									6	1	8.7													
2007-06-03T03:00:00	67.3	9.0	25	0	91	300	2.0	7.6	7.6	1030.4	0	0.2									5	1	9.0													
2007-06-03T06:00:00	67.4	9.2	25	9	91	330	2.0	6.7	6.7	1030.9	2	0.5	44	4	0	0	0	0	0	0	1	1	8.8	0	0	99		99								
2007-06-03T09:00:00	67.4	9.2	25	9	92	100	1.0	6.7	6.7	1031.7	2	0.8	44	4	4	0	0	0	0	0	0	0	9.4	0	0	99		99								
2007-06-03T12:00:00	67.5	9.4	25		91	110	3.0	7.1	7.1	1031.9	1	0.2	45	4	4				9	9	1	1	9.2	1	0	99		99								
2007-06-03T15:00:00	67.5	9.5	25		91	130	3.0	7.0	7.0	1032.2	0	0.3	45	4	4				9	9	2	1	9.2	0	0	99		99								
2007-06-03T18:00:00	67.5	9.5	25	7	97	130	2.0	8.2	8.1	1032.0	7	0.2									0	0	9.6													
2007-06-03T21:00:00	67.5	9.4	25	7	97	120	4.0	9.1	9.0	1031.4	7	0.6									6	1	9.4													
2007-06-04T00:00:00	67.4	9.3	25		97	150	3.0	9.3	9.3	1031.7	1	0.3									4	1	9.4													
2007-06-04T03:00:00	67.3	9.1	25	9	97	190	4.0	9.9	8.7	1031.7	5	0.0									5	1	9.5													
2007-06-04T06:00:00	67.4	9.3	25	9	99	190	3.0	10.7	8.6	1031.8	3	0.1				0	3	0	5	5	1	1	9.4	0	0	24	2	10								
2007-06-04T09:00:00	67.5	9.4	25	9	97	180	4.0	11.8	11.3	1031.8	0	0.0									8	1	9.3													
2007-06-04T12:00:00	67.4	9.2	25	9	98	230	3.0	11.5	9.3	1031.9	0	0.1				0	8	2	5	4	5	1	10.2	1	0	24	2	10								
2007-06-04T15:00:00	67.5	9.4	25	9	98	220	3.0	12.2	8.0	1031.4	7	0.5				0	3	0	3	3	1	1	9.8	1	0	24	2	10								
2007-06-04T18:00:00	67.5	9.5	25	9	98	290	5.0	11.2	8.6	1031.4	5	0.0				0	3	0	2	2	2	1	10.7	1	0	24	2	10								
2007-06-04T21:00:00	67.9	10.3	25	0	92	300	5.0	8.4	8.4	1031.2	5	0.2									1	2	9.2													
2007-06-05T00:00:00	68.4	11.2	25	0	91	280	5.0	8.0	8.0	1030.7	7	0.5									1	3	9.5													
2007-06-05T03:00:00	68.7	11.9	25	1	92	260	5.0	8.5	8.5	1030.2	7	0.5									1	2	9.3													
